	SentenceID	Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct	languagetool_detection
26	27	Il lago è più lontano e l' autobus c' è solo 2 volta al giorno .							[]
27	28	I campi di tennis erano in riparazione , la piscina è sempre soffrafollata .							['FP']
28	29	Vi prego se è possibile un sconto di 30 percento .							[]
29	30	Aspetto alla Vostra cortese risposta Distinti Saluti , Maria Rossi							[]
30	31	Residence del Lago Lugano Via Mulino Maria Rossi Città X Strada Maggiore Oggetti la viaggia al Vostro residence Spettabile Agenzia , sono Maria Rossi e Vi scrivo perché ho alcuni problemi con il Vostro appartamento .							[]
31	32	Dopo avevo letto il Vostro annuncio ho prenotato una vacanza nel Vostro villaggio turistico .							[]
32	33	Ma devo dire che non sono contenta delle cose perché la realtà e la cose scritte sul Vostro annuncio non sono simile .							[]
33	34	Ora colgo l' occasione per scrivere che cose mi fanno lamentare .							[]
34	35	La prima cosa è , l' appartamento è vecchio , dopo l' aria condizionata non ha funzionata e sopprattutto la piscina era sempre sovraffollata .	sopprattutto	92.0	104.0		sopratutto		['TP']
35	36	Il lago era lontano dall' appartamento ed erano pochi collegamenti .							[]
36	37	Per questi problemi non abbiamo potuto fare il bagno neanche in piscina neanche in lago .							[]
37	38	Così fare dello sport era difficile .							[]
38	39	A mio parere dovrete cambiare qualcosa perché in questo modo secondo me non Vi interessano la contentezza dei visitori solo i soldi .							['FP']
39	40	In attesa della Vostra risposta , colgo l' occasione per fare i miei distinti saluti , Maria Rossi 01.01.2011 ,							[]
40	41	Città X							[]
41	42	Rossi Maria Strada Maggiore 13 12345 Città X Spett.le							[]
42	43	Solidarietà Viva Viale Bruzzi 117 21023 Milano Città X , 15 Maggio 2011 Egregi Signori , Avevo letto la Vs . inserizione sul giornale , volevo chiedere qualche informazioni .							['FP', 'FP']
43	44	Al inizio vorrei offrire il mio aiuto per voi nel campo estivo .							[]
44	45	Sono molto socievole , e ho giá lavorato in Italia per tre mesi .	giá	28.0	31.0		già		['TP']
45	46	Sono una studentessa universitaria .							[]
46	47	Adesso sto studiando rapporti internazionali presso l' università di Azienda X a Città X , ma ho già una laurea in soziologia .							['FP']
47	48	Ho 24 anni e parlo tre lingue : inglese , tedesco e l' italiano .							[]
48	49	Sono molto communicative e seria .							['FP']
49	50	Come ho scritto prima , ho già qualche esperienze lavorative : ho lavorato in Italia con il programma Leonardo da Vinci .							[]
50	51	Sono stata impiegata in GAL (Gruppo Azzione Locale ) quindi lo so come importante è il sviluppo , anche presso l' universita sto studiando politico di sviluppo reggionale .	universita	114.0	124.0		università		['FP?', 'TP', 'FP?']
51	51	Sono stata impiegata in GAL (Gruppo Azzione Locale ) quindi lo so come importante è il sviluppo , anche presso l' universita sto studiando politico di sviluppo reggionale .	reggionale	160.0	170.0		regionale		['TP']
52	52	Sono quasi tutto il estate libera (da 21 giugo al 11 augusto ) , allora potrei cominciare nel primo campo .	giugo	41.0	46.0		giugno		['TP']
53	52	Sono quasi tutto il estate libera (da 21 giugo al 11 augusto ) , allora potrei cominciare nel primo campo .	augusto	53.0	60.0		agosto		['FN']
54	53	Non ho ancora lavorato in un campo di lavoro , ma secondo me come esperienza lavoratie sarebbe molto gratificante .							['FP']
55	54	Avrei qualche domande : c' è un colloquio personale per le persone che vogliono partecipare ?							[]
56	55	Mentre il campo dove sono i allogii ?							['FP']
57	56	In attesa il Vs . risposto cordialmente Vi saluto Maria Rossi							[]
58	57	Maria Rossi Città X Strada Maggiore 9 12345 Ungheria Canton Ticino Lugano 18 Via Montanini 1234 Italia 13 agosto 2011 Spettabile ditta , Vi scrivo perchè ho avuto dei problemi durante la mia permanenza nel vostro villaggio turistico .	perchè	147.0	153.0		perché		['TP']
59	58	Prima di tutto sono state grande differenze tra la realtà e l' annucio pubblicato che ho letto su vostro sito Internet .	annucio	63.0	70.0		annuncio		['TP']
60	59	Per esempio l' area condizionata non era funzionante e la piscina era sempre sovraffollata .	area	15.0	19.0		aria		['FN']
61	60	In oltre sono una persona sportiva ma non ho potuto fare niente di sport .	In	0.0	2.0		Inoltre		['FN']
62	60	In oltre sono una persona sportiva ma non ho potuto fare niente di sport .	oltre	3.0	8.0		Inoltre		['FN']
63	61	Non ho potuto nuotare o non ho potuto giocare tennis perchè i campi da tennis erano in riparazione Ho scelto il Vostro villaggo turistico perchè sembrava un residence bellissimo .	perchè	53.0	59.0		perché		['TP', 'FP?', 'FP?']
64	61	Non ho potuto nuotare o non ho potuto giocare tennis perchè i campi da tennis erano in riparazione Ho scelto il Vostro villaggo turistico perchè sembrava un residence bellissimo .	villaggo	119.0	127.0		villaggio		['TP']
65	61	Non ho potuto nuotare o non ho potuto giocare tennis perchè i campi da tennis erano in riparazione Ho scelto il Vostro villaggo turistico perchè sembrava un residence bellissimo .	perchè	138.0	144.0		perché		['TP']
66	62	Ma il mio viaggio è diventato un inbuco .							['FP']
67	63	In più non solo il servizio era orribile .							[]
68	64	Anche il residenze era vecchio mentre ho letto che questo è di recente costruzione .	residenze	9.0	18.0		residence		['FN']
69	65	Sono veramente delusa e 3 naturalmente vorrei che mi vi rimborsiate almeno mezzo del prezzo pagato .							[]
70	66	In attesa di una Vostra cortese risposta , Distinti saluti , Maria Rossi							[]
71	67	13 agosto 2011 Gentile Solidarietá Viva , avendo letto con piacere il suo annuncio , ho deciso di partecipare ad un corso da suo organizzato .	Solidarietá	23.0	34.0		Solidarietà		['TP']
72	68	Prima , vorrei presentarmi : Mi chiamo Maria Rossi e ho 19 anni .							[]
73	69	"Sono studentessa universitaria di """""""" Turismo """""""" dall' Università di Città X , Ungheria ."							[]
74	70	Mi piacerebbe offrire la mia aiuto e vorrei viaggare ad Africa con la sua ditta .	viaggare	44.0	52.0		viaggiare		['TP']
75	71	Sarò libero dal luglio al agosto .							[]
76	72	Mi piace i bambini per questo posso fare attenzione da loro .							[]
77	73	Studio due lingue : l' inglese e l' italiano .							[]
78	74	È un buon occassione per practicare le lingue e impiegare la responsabilità .	occassione	10.0	20.0		occasione		['TP', 'FP?']
79	74	È un buon occassione per practicare le lingue e impiegare la responsabilità .	practicare	25.0	35.0		praticare		['TP']
80	75	Dal curriculum Vitae , che potete consultare in allegato , si evincono i miei dati formativi e professionali .							[]
81	76	Sono oculata , responsabile , amichevole e precisa .							[]
82	77	Inoltre , posso portare i cibi e altri progetti per personi .							['FP']
83	78	Lavoro anche in ristorante dei miei genitori a Città X per questo mi interessa l' industria alberghiera .							[]
84	79	Ho la patenta se necessario .							[]
85	80	In attesa di una sua cortese risposta , porgo i miei cordiali saluti .							[]
86	81	Grazie , Maria Rossi							[]
87	82	Città X , 08 19 2011 Gentile Signore , Io voglio scrivere i mei probleme .	Io	39.0	41.0		io		['FP?', 'FP?', 'FN']
88	83	Un mese fa ho letto un' annuncio pubblicitario da Residence del Lago .							[]
89	84	L' attore ha raccontato il residence é nuovo .	é	37.0	38.0		è		['TP']
90	85	Ma quando siamo arrivati al residence , noi abbiamo visto una casa vecchia .							[]
91	86	Le parete sono sporche .							[]
92	87	In augosto faceva molto caldo , ma l' aria condizionata non ha funzionato nella nostra camera .	augosto	3.0	10.0		agosto		['TP']
93	88	Cosi avevamo sentito male .							[]
94	89	Ogni giorno saremmo nuotato , ma la piscina era sempre sovrafollata .	sovrafollata	55.0	67.0		sovraffolata		['TP']
95	90	Io pratico lo sporta , ma io non sono potuto giocar a tennis , perché campi da tennis era in riparazione durante tutta la settimana .							[]
96	91	Io preferito fare la gita , ma il lago é lontano del residence .	é	39.0	40.0		è		['TP']
97	92	I mezzi pubblici sono andati raramente .							[]
98	93	Cosí noi abbiamo passato un giorno con il viaggio e il biglietto di andate e ritorno era molto costoso .	Cosí	0.0	4.0		Così		['TP']
99	94	I prezzi erano piú ricchi che sono nella cataloga .	piú	15.0	18.0		più		['TP']
100	95	Io non sono contenta , perché erano molte differenze tra la realtá e l' annuncio pubblicitario .	realtá	60.0	66.0		realtà		['TP']
101	96	Noi (il mio marito ed io ) non siamo contenti .							[]
102	97	L' ano prossimo non viaggieremo in Città X nella Residence al Lago .	ano	3.0	6.0		anno		['FP?', 'FN']
103	97	L' ano prossimo non viaggieremo in Città X nella Residence al Lago .	viaggieremo	20.0	31.0		viaggeremo		['TP']
104	98	Nel prossimo caso scriva la ragione !							[]
105	99	Saluti Rossi Maria							[]
106	100	Canton Ticino Caro Residence del Lago !							[]
107	101	Siamo passeggiato già alcuni giorni nel villaggio .							[]
108	102	Abbiamo aspettato molto questi giorni .							[]
109	103	Ma non c' è così tutto che abbiamo pensato .							[]
110	104	Loro scrivevano tante buggia tra le informazioni .	buggia	22.0	28.0		bugia		['TP']
111	105	Durante il nostro soggiorno l' aria condizionata non è funzionata .							[]
112	106	La residence è molto vecchio , che ocorre rifare .	ocorre	35.0	41.0		occorre		['TP']
113	107	Nella finestra manca il vetro .							[]
114	108	Il bagno era molto sporco , brutto .							[]
115	109	Non siamo potuto usare i campi da tennis perchè era in riparazione .	perchè	41.0	47.0		perché		['TP']
116	110	Nella piscina era tanta gente .							[]
117	111	Voglio ricevere 30 euro del conto !							[]
118	112	Ogni giorno abbiamo passato tre ore nell' aspetto in differenti stazioni dei mezzi pubblici , perchè il lago è lontano , il treno va due volte a giorno .	perchè	94.0	100.0		perché		['TP']
119	113	Questo tempo è importante nella vacanza .							[]
120	114	Se voglio , posso aiutare in questi problemi .							[]
121	115	Forse sarebbe offrire un bus-linea tra lago e residence .							['FP']
122	116	Si deve cercare la possibilità di gioccare tennis in un altro posto .	gioccare	34.0	42.0		giocare		['TP']
123	117	Aspetto loro risposto : Con grande triste : XY Bp . 2011 .08.20							['FP']
124	118	Maria Rossi Strada Maggiore 32 Città X 12345 CANTON CINTINO VIA BATTINI RIMINI 2800 Città X , 13 .							[]
125	119	Agosto 2011 Egregi Signori , In seguito al soggiorno nel vostro albergo nel mese scorso , ho deciso di scrivere la mia esperienza .	In	29.0	31.0		in		['FN']
126	120	In riferimento al annuncio del albergo , tante cose non erano confortevole .							[]
127	121	Il lago si trova lontano , dovovo passeggiare 20 minuti a giungerlo .							['FP']
128	122	Non era possibile a giocare a tennis , perché i campi da tennis era sotto riparazione .							[]
129	123	Ho letto nel suo annuncio che il hote é provvista di condizionamento d' aria , ma nemmeno questo funzionava .	hote	33.0	37.0		hotel		['TP', 'FP?']
130	123	Ho letto nel suo annuncio che il hote é provvista di condizionamento d' aria , ma nemmeno questo funzionava .	é	38.0	39.0		è		['TP']
131	124	Mi piace nuotare , peró in piscina c' era tante gente e così non mi é riuscita di nuotare affatto .	peró	19.0	23.0		però		['TP', 'FP?']
132	124	Mi piace nuotare , peró in piscina c' era tante gente e così non mi é riuscita di nuotare affatto .	é	68.0	69.0		è		['TP']
133	125	per quanto riguarda il trattamento non mi lamento , peró la possibilità per fare dello sport era orribile .	per	0.0	3.0		Per		['FP?', 'FN']
134	125	per quanto riguarda il trattamento non mi lamento , peró la possibilità per fare dello sport era orribile .	peró	52.0	56.0		però		['TP']
135	126	Ho liquidato le spese del mio soggiorno personalmente e direttamente con carta di credito , invece ora Vi prego di trasferirmi un parziale rimborso in ricompensa della mia esperienza .							[]
136	127	Questo viaggio era costoso e ho dovuto risparmiare per un anno .							[]
137	128	Abbiamo prenotato una camera nel vostro albergo perché volevo giungere il lago facilmente e l' annuncio si trattava un albergo nelle vicinanze ha grande area di verde e il lago .							[]
138	129	Nella speranza che la mia lettera sia apprezzata e mi confermiate , porgo i miei piú destinti saluti .	piú	81.0	84.0		più		['TP', 'FP?']
139	130	Maria Rossi							[]
140	131	Maria Rossi Strada Maggiore 71 12345 Città X Ungheria Solidarietà Viva Viale Bruzzi 117 21023 Milano Italia Città X , 13 agosto 2011 Spettabile Soliderietà Viva , ho appreso dall' annuncio su un giornale di ieri .	Soliderietà	144.0	155.0		Solidarietà		['FP?', 'TP']
141	132	In riferimento al questo annuncio permettetemi di rivolgermi a Voi con una richiesta di impiego e lavoro .							[]
142	133	Sono una studentessa ungherese di 21 anni .							[]
143	134	Frequento l' Università di Comunicazione di Città X e studio comunicazione .							[]
144	135	Da bambina sono appassionata delle lingue , così conosco l' inglese , lo spagnolo e l' italiano .							[]
145	136	D' estate ho molto tempo libero , così questo periodo sarebbe perfetto per lavoro .							[]
146	137	Per questi motivi in agosto vorrei dedicarmi a aiutare e partecipare attivamente nelli Vostri programmi .							['FP']
147	138	Purché io sia libera tutto l' agosto , Vi prego di scrivermi esattemente quando posso cominciare il lavoro .	esattemente	61.0	72.0		esattamente		['TP']
148	139	D' altra parte , sono sicura che i campi estivi sarebbero ideali per me , perché una volta lavoravo in un campo di questo tipo .							[]
149	140	Farei il lavoro con gran entusiasmo .							[]
150	141	Sono una ragazza amichevole con il sogno di aiutare i Vostri progetti .							[]
151	142	Inoltre , mi piace anche frequentare lo studio .							[]
152	143	In attesa della Vostra risposta , Vi porgo i miei distinti saluti Maria Rossi							[]
153	144	Signore Marco Rossi Direttore Rana 11402 Villa del Lago ITALYA Maria Bianchi Strada Maggiore 2 Città X 1234 HUNGARY Egregio Dottore Rossi , Abbiamo visto il Suo annuncio sul internet .	Abbiamo	140.0	147.0		abbiamo		['FN']
154	145	Perchè abbiamo deciso scegliere il Residence del Lago .							['FP']
155	146	Vi abbiano sembrato una possibilita meravigliosa con un prezzo accettabile .	possibilita	24.0	35.0		possibilità		['TP']
156	147	Ma adesso qui e dobbiamo lammentare per le seguenti cose .	lammentare	25.0	35.0		lamentare		['TP']
157	148	Io e il mio marito sequono una vita abbastanza sportiva -unreadable- .							['FP', 'FP']
158	149	Sta mattina siamo partiti a nuotare ma il piscina era sovrafollata .	sovrafollata	54.0	66.0		sanaffollata		['TP']
159	150	Dopo siamo voluti trovare i campi da tennis ma sfortunatamente quelli sono in riparazione .							[]
160	151	Dopo abbiamo deciso fare una passegiata all' lago ma quello e tanto lontano dalla residence che siamo andati finalmente indietro .	passegiata	29.0	39.0		passeggiata		['TP']
161	151	Dopo abbiamo deciso fare una passegiata all' lago ma quello e tanto lontano dalla residence che siamo andati finalmente indietro .	e	60.0	61.0		è		['FN']
162	152	Animazione che sia stato annunciato solo una sera la settimana .							[]
163	153	Non siamo soddisfatto per niente .							[]
164	154	Per le tutte queste cose questa lettera o un richiesta vorremmo di un parziale rimboso .							['FP']
165	155	Spero Le comprenda le differenze tra le realtà e l' annuncio pubblicitario .							[]
166	156	Distinti Saluti Maria Rossi							[]
167	157	Egregi Signori , ho letto un annuncio sul giornale e adesso Gli scrivo perchè vorrei chiedere informazioni : Se voglio dire la verità io ho diciotto anni , ma voglio lavorare in America latina , perchè vorrei imparare la lingua .	perchè	71.0	77.0		perché		['TP', 'FP?']
168	157	Egregi Signori , ho letto un annuncio sul giornale e adesso Gli scrivo perchè vorrei chiedere informazioni : Se voglio dire la verità io ho diciotto anni , ma voglio lavorare in America latina , perchè vorrei imparare la lingua .	perchè	195.0	201.0		perché		['TP']
169	158	Aiuto volentieri , se qualcuno ha un problema .							[]
170	159	Purtroppo non ho molto tempo libero , perchè devo studiare molto , perciò se c' è possibilità vorrei andare in agosto .	perchè	38.0	44.0		perché		['TP']
171	160	Cosa é necessario esattamente per lavorare ?	é	5.0	6.0		è		['TP']
172	161	Che cosa fará esattamente ?	fará	9.0	13.0		farà		['TP']
173	162	Quanto costa il questo viaggio ?							[]
174	163	Naturalmente voglio sapere che sará il salario ?							['FP']
175	164	Perché se no , purtroppo non posso pagare per il questo , adesso non ho lavoro per questo non ho soldi e miei genitori non li piace che vorrei viaggiare .							[]
176	165	Mi scusi , ma devo sapere tutto Allora se c' è possibilità voglio andare dalle 3 agosto alle 13 agosto .							[]
177	166	Naturalmente se Lei offre qualcosa leggeró volentieri .	leggeró	35.0	42.0		leggerò		['TP']
178	167	La mia amica può venire con me ?							[]
179	168	Veramente non abbiamo mai lavorato in un campo di lavoro .							[]
180	169	Aspetto la Sua lettera !							[]
181	170	Cordiali saluti : Maria Rossi							[]
182	171	Canton Ticino Via Garibaldi numero 15 Italia Maria Rossi ⁄Piazza Centrale Nr . 1 Città X Città X , 13.08.2011							['FP', 'FP']
183	172	Egregi Signori , Sono una ragazza ventenne anni , ho letto il vostro annuncio nella Corriere della Sera nella quale state cercando persone che fanno vacanza nella vostra azienda .	Sono	17.0	21.0		sono		['FN']
184	173	Ho scelto la Vostra azienda , ma dire la verità ho sentito male in questo viaggio .							[]
185	174	Prima di tutto vorrei descrivere i miei problemi e le differenze tra la realtà e l' annuncio publicato .	publicato	93.0	102.0		pubblicato		['TP']
186	175	Mi rivolgo a Voi , tramite questa lettera nella possibilità che fatemi un parziale rimborso , perchè questo viaggio era terribile ed accetabile .	perchè	94.0	100.0		perché		['TP']
187	175	Mi rivolgo a Voi , tramite questa lettera nella possibilità che fatemi un parziale rimborso , perchè questo viaggio era terribile ed accetabile .	accetabile	133.0	143.0		accettabile		['FN']
188	176	Se non farete niente , allora rivolgheró a fare un denuncio .	rivolgheró	30.0	40.0		rivolgerò		['TP']
189	177	"Nel annuncio avete scritto che sport e relax al """""""" Residence al Lago """""""" ma questo non è vero ."							[]
190	178	Il residence era vecchio , non funzionava il rubinetto , e neanche l' aria condizionata .							[]
191	179	La piscina era sempre sovrafollata , e il lago era lontano e cosí non ho potuto nuotatre In attesa di un Vostro cenno di riscontro , Vi porgo i miei distinti saluti Maria Rossi	sovrafollata	22.0	34.0		sovraffollata		['TP', 'FP?', 'FP?']
192	179	La piscina era sempre sovrafollata , e il lago era lontano e cosí non ho potuto nuotatre In attesa di un Vostro cenno di riscontro , Vi porgo i miei distinti saluti Maria Rossi	cosí	61.0	65.0		così		['TP']
193	180	Solidarietà Viva Viale Bruzzi 117 IT-21023 Milano Maria Rossi Strada Maggiore 5 H 12345 Città X 13 Agosto 2011 Ogg : aiuto Egregio ufficio Solidarietà Viva , ho ricevuto il vostro annuncio ieri sera , e dopo averlo visto e letto sono molto sicura per questo che aiutare per vostro .							['FP']
194	181	Il mio estate e tutto libero , e adesso ho finito i miei studi , e ad oggi non ho trovato nessun lavoro fisso e per questo scrivo per aiutare per la Vostra agenzia .	e	14.0	15.0		è		['FN']
195	182	Ho adesso un CV , e mando con questa lettera , e nel questo scrivo tutti i miei informazioni , ma adesso qui scrivo pochi informazioni più importanti .							[]
196	183	Ho 22 anni e aiuto per tutti , perchè secondo me questo e un positivo gesto .	perchè	31.0	37.0		perché		['TP']
197	183	Ho 22 anni e aiuto per tutti , perchè secondo me questo e un positivo gesto .	e	56.0	57.0		è		['FN']
198	184	Vivo adesso in Ungheria , ma posso andare anche domani per lavorare .							[]
199	185	Se il mio aiuto e buono o perfetto per Voi , posso rimanere 28 settembre , ma devo tornare a Città X fino a 30 settembre .	e	16.0	17.0		è		['FN']
200	186	Ho molte esperienze lavorare in paesi sottosviluppati , perchè anche il mio luogo e non sviluppato molto .	perchè	56.0	62.0		perché		['TP']
201	186	Ho molte esperienze lavorare in paesi sottosviluppati , perchè anche il mio luogo e non sviluppato molto .	e	82.0	83.0		è		['FN']
202	187	E anche qui faccio questi tipi di lavoro .							[]
203	188	Ma con mio CV mando tutti informazioni .							[]
204	189	Infine sono molto curiosa e sicura lavorare là , con la Vostra agenzia .							[]
205	190	Aspettando la Vostra risposta , mando i miei cordiali saluti .							[]
206	191	Maria Rossi							[]
207	192	71 Strada Maggiore 12345 , Città X 13 Agosto , 2011 Città X Gentili Signori , Vi scrivo di lamentare a causa dei vostri servizi brutti che abbiamo ricevuto in vostro villaggio due settimane fa .							[]
208	193	Prima di tutto , vorrei dire che non sono soddisfatta con i servizi da una parte perché abbiate anniunciato altre cose che abbiamo ricevuto d' altra parte perché nonostante questo la vacanza non valeva la pena .	anniunciato	96.0	107.0		annunciato		['TP']
209	194	C' erano molte differenze , per esempio abbiate anniunciato che il residence era di recente costruzione , inoltre , che c' era aria condizionata , il lago era vicino , e c' era opportunità di fare gli sport , come tennis e pallavolo .	anniunciato	48.0	59.0		annunciato		['TP']
210	195	Invece il residenza era vecchia , l' aria condizionata non funzionava , il lago era lontanto dall' appartamento , e non abbiamo potuto fare gli sport , perché i campi da tennis era in riparazione .	lontanto	84.0	92.0		lontano		['TP']
211	196	Appunto per queste differenze richiedo parziale rimborso se voi non mi vorreste di andare all' ufficio di viaggio !							[]
212	197	Non vedo l' ora di sentire il vostro risponde .							[]
213	198	Cordiali saluti , Maria Rossi							[]
214	199	"Città X , 10 gennaio 2011 Spettabile """""""" Solidarietà Viva """""""" , quando ho letto la Vostra propaganda per andare al Americana Latina , ho pensato offrire il mio aiuto al Vostro istituto ."							[]
215	200	Sono Michele Rossi , monaco-sacerdote benedettino nel monastero di S.							['FP']
216	201	Mauro in Ungheria .							[]
217	202	Adesso lavoro come insegnante nella scuola dell Monastero , e come un condottore dell corale della chiesa .	condottore	70.0	80.0		conduttore		['TP']
218	203	L' anno scolastico sempre finisce verso le 30 giugno , e comincia l' altro anno scolastico per i professori al 25 agosto .							[]
219	204	Tra questi due terminazioni sono assolutamente libero .							[]
220	205	In genere durante l' estate organizziamo diverse spece dei programmi ai nostri alunni , ma in quest' anno ho pensato fare un lavoro sociale .							['FP']
221	206	Adesso ho 34 anni , da 10 anni sono insegnante , ho tante esperienze dall lavoro dei giovani .							[]
222	207	Ma se bisogna , faro anche altri lavori .	faro	16.0	20.0		farò		['FN']
223	208	Non ho paura anche i lavori fondamentali .							[]
224	209	Fino di questo momento ho lavorato soltanto in Europa , e soltanto con i miei alunni , chi vengono dall condizioni ordinati .							[]
225	210	Vorrei offrire il mio aiuto , per aiutare al Vostro Instituto , pratticamente ai abitanti di America latina e per formare la mia personalità , per conoscere altre paese , altre culture .	Instituto	52.0	61.0		instituto		['TP', 'FP?']
226	210	Vorrei offrire il mio aiuto , per aiutare al Vostro Instituto , pratticamente ai abitanti di America latina e per formare la mia personalità , per conoscere altre paese , altre culture .	pratticamente	64.0	77.0		praticamente		['TP']
227	211	Nellattesa della Vostra risposta : Michele Rossi	Nellattesa	0.0	10.0		Nell'		['TP']
228	212	Dipartimento di Linguistica Teorica e Applicata Università degli Studi di Pavia , Corso Strada Nuova .							[]
229	213	65 , 27100 Pavia , Italia Cara Gabriella Favati , il 2 ottobre 2011 mi rivolga a Lei con refiremento al Suo avviso in cui scrive che ha bisogno di aiuto e vorrei aitarLa .	refiremento	89.0	100.0		riferimento		['FP?', 'TP', 'FP?']
230	213	65 , 27100 Pavia , Italia Cara Gabriella Favati , il 2 ottobre 2011 mi rivolga a Lei con refiremento al Suo avviso in cui scrive che ha bisogno di aiuto e vorrei aitarLa .	aitarLa	162.0	169.0		aiutarLa		['TP']
231	214	Studio tre lingue straniere : inglese , italiano e spagnolo .							[]
232	215	Mi piace molto studiare lingue , questo è un hobby per me , ma nello stesso tempo posso guadagnare un po' grazie a studiare lingue straniere .							[]
233	216	Studio inglese da otto anni e sono riuscita a superare l' esame di lingua in livello superiore in inglese .							[]
234	217	Così posso insegnare l' inglese per esempio ai miei amici .							[]
235	218	Studio lo spagnolo da due anni e studiarlo sembra che sia utile , perchè molte persone parlano lo spagnolo .	perchè	66.0	72.0		perché		['TP']
236	219	Spero che possa superare anche l' esame di lingua in spagnolo .							[]
237	220	Ho cominciato studiare l' italiano tre anni fa , perchè non c' era la possibilita di studiare lo spagnolo a scuola , però adesso amo l' italiano .	perchè	49.0	55.0		perché		['TP', 'FP?']
238	220	Ho cominciato studiare l' italiano tre anni fa , perchè non c' era la possibilita di studiare lo spagnolo a scuola , però adesso amo l' italiano .	possibilita	70.0	81.0		possibilità		['TP']
239	221	Studiando l' italiano sono andata in Italia per lavorare in estate .							[]
240	222	Tutto sommato , sono felice di studiare lingue straniere e me le aiutano molto .							[]
241	223	Spero che io avessi potuto aiutarLa .							['FP']
242	224	Cordiali saluti , Sua Maria Rossi							[]
243	225	Giorgio da Unici Roma , via Crispi 119 80127 Città X , 01/10/2011 Caro Giorgio , ho letto il tuo problema nel giornale Settimana Giovani e pensavo che fosse meglio aiutarti in qualche modo , almeno lo provo .							['FP']
244	226	Secondo la mia opinione la perdita degli amichi é un errore grave ma c' è ancora speranza .	é	48.0	49.0		è		['TP']
245	227	Il tuo primo errore era che volevi fare grandi amicizie via internet .							[]
246	228	Se non sbaglio tu ami passare molti tempi davanti al computer .							[]
247	229	Avresti dovuto vivere in società con i suoi veri amici .							[]
248	230	Cerca di spiegargli che hai fatto un grande sciocezza e che in futuro proverai passare più tempo con loro .							['FP']
249	231	"Se lo capiscono allora puoi dire che , """""""" Sì , ho veri amici . """""""""							[]
250	232	Sono sicuro che ti capiranno .							[]
251	233	"Ma non guasterebbe se tu scrivessi ai """""""" chat amici """""""" per spiegargli che le cose sono cambiate e che tu abbia veri amici i quali meritono l' attenzione ."							['FP']
252	234	Non dimenticare ; via internet non si può fare amicizie serie !							[]
253	235	Continua la tua vita precedente come se tutte queste cose non fossero successo .							[]
254	236	Spero che io abbia aiutarti in qualche modo e tutto andrà bene con i tuoi amici persi .							[]
255	237	Però non credo che vada male .							[]
256	238	Pazienza !							[]
257	239	Tanti Auguri Maria Rossi							[]
258	240	Dipartimento di Linguistica Teorica e Applicata Università degli Studi di Pavia Corso Strada Nuova , 65 , 27100 Pavia , Italia 1 ottobre , 2011 Gentile Gabriella Favati , Le scrivo per rispondere al suo annuncio .							['FP']
259	241	Amo molto le lingue stranieri e ne parlo due .							[]
260	242	Quando ero piccolo , ho abituato in Olanda per quattro anni e sono potuto parlare la lingua olandese , ma purtroppo l' ho dimenticata dopo che ero ritornato in Ungheria .							[]
