Au-Pair	? aU p aI 6
Au-PairGlobal	? aU p aI r g l o b a: l
Au-Pairglobal	? aU p aI r g l o b a: l
Au-pair	? aU p aI 6
Au-pair-Argentur	? aU p aI 6 ? a r g @ n t u:6 6
Au-pair-mädchen	? aU p aI 6 m E: t C @ n
Au-pair-mädschen	? aU p aI 6 m E t s C @ n
Au-pairsgloball	? aU p aI r s g l o b a l
AuWiedehören	? aU v i: d @ h 2: r @ n
Aufenterlaunbis	? aU f @ n t 6 l aU n b I s
Aufenthalts	? aU f ? E n t h a l t s
Aufenthaltsformalitaten	? aU f ? E n t h a l t s f O r m a: l i t a: t @ n
Aufenthatsformalitäten	? aU f ? E n t a t s f O r m a l i t E: t @ n
Aufwiederhören	? aU f v i: d 6 h 2: r @ n
Aupair-sglobal	? aU p aI 6 s g l o b a: l
Ausbildung	? aU s b I l d U N
Auser	? aU s 6
Auserdem	? aU s 6 d e: m
Auslad	? aU s l a: t
Auslander	? aU s l a n d 6
Auslandren	? aU s l a n d r @ n
Ausserdem	? aU s 6 d e: m
Ausserhalb	? aU s 6 h a l p
Auswalh	? aU s v a l
Auswart	? aU s v a r t
Azten	? a ts t @ n
B2	b e:
Babby	b E b i
Babezimmer	b a b @ ts I m 6
Babysiter	b e: b i z I t 6
Bade	b a: d @
Bahnhof	b a: n h o: f
Bald	b a l t
Baldige	b a l d I g @
Baled	b a: l E t
BanHof	b a n h o: f
Bandern	b a n d 6 n
Banhhof	b a n h o: f
Banhof	b a n h o: f
Basilica	b a z i l i k a
Beacten	b @ ? a k t @ n
Bebi	b @ b i
Beby	b @ b i
Bebys	b @ b i s
Becker	b E k 6
Begrundung	b @ g r U n d U N
Bekanten	b @ k a n t @ n
Bekommen	b @ k O m @ n
Benuzen	b @ n U ts @ n
Bereicht	b @ r aI C t
Bereit	b @ r aI t
Berif	b @ r i: f
Beruf	b @ r u: f
Berufsriechtung	b @ r u: f s r i: C t U N
Berufstätig	b @ r u: f s t E: t I C
Berufstättig	b @ r u: f S t E t I C
Bescheinigum	b @ S aI n i g U m
Beschriebenen	b @ S r i: b @ n @ n
Beschwere	b @ S v e: r @
Besichtgungstermin	b @ z I C t g U N s t 6 m i: n
Besichtingungstermin	b @ z I C t I N U N s t 6 m i: n
Besoche	b @ z O x @
Besonder	b @ z O n d 6
Bespracht	b @ S p r a: x t
Besser	b E s 6
Beste	b E s t @
Besuche	b @ z u: x @
Besuchen	b @ z u: x @ n
Beswerden	b @ s v 6 d @ n
Betreeung	b @ t r @ ? OY N
Betreeuung	b @ t r e: u: U N
Betref	b @ t r E f
Betreffziele	b @ t r E f ts i: l @
Betreung	b @ t r OY N
Betrib	b @ t r I p
Betriebswirtschaftslehrin	b @ t r i: p s v i: r t S a f t s l e: r I n
Betriff	b @ t r I f
Bevolkerung	b @ f O l k @ r U N
Bewerben	b @ v E6 b @ n
Bewerber	b @ v E6 b 6
Bewerbungsgesprech	b @ v 6 b U N s g @ S p r E C
Bewöhner	b @ v 2: n 6
Bezahlt	b @ z a: l t
Bhan	b h a n
BiTTe	b I t @
Bickini	b I k i: n i
Bieref	b i: r E f
Bildet	b I l d @ t
Billig	b I l I C
BilligFlüge	b I l I C f l y: g @
Bir	b i r
Birele	b i r e l @
Birila	b i r i: l a
Birings	b i r I N s
Biro	b i r o
Bis	b I s
Bisen	b i: z @ n
Bisichtigungstermin	b I z I C t I g U N s t 6 m i: n
Bist	b I s t
Bitte	b I t @
Bitten	b I t @ n
Bitteschreiben	b I t @ S r aI b @ n
Blau	b l aU
Blaue	b l aU @
Bleiben	b l aI b @ n
Bohn	b o: n
Bolkon	b O l k O n
Bon	b O n
Breif	b r aI f
Brif	b r i: f
Bringen	b r I N @ n
Briv	b r i: f
Brotchen	b r O t C @ n
Brüfung	b r y: f U N
Buch	b u: x
Bucher	b u: x 6
Bureau	b u: r o:
Bus	b U s
BusFahrkarte	b U s f a: r k a r t @
Bushaltestele	b U s h a l t @ S t @ l @
Bädzimmer	b E t s I m 6
Bäümen	b E Y m @ n
Börcen	b 96 r s @ n
Centrum	ts E n t r U m
Certificat	s E6 t s i f i k a t
Chanse	C a: n z @
Cheff	S E f
Chemie	C e m i:
Chencen	C E n ts @ n
Ciriculum	s i r i k U l U m
Collegen	k O l e: g @ n
Computer	k O m p j u: t 6
Comupter	k o m U p t 6
Cus	k U s
DAS	d a s
DEUTSCHSLAND	d OY t S s l a n t
Da	d a
DachWohnung	d a x v o: n U N
Daine	d aI n @
Dak	d a k
Dammen	d a m @ n
DanK	d a N k
DanKe	d a N k @
Dancke	d a N k @
Daniiela	d a n i e: l a
Dankber	d a N k b 6
Danke	d a N k @
Dann	d a n
Darfen	d a r f @ n
Darum	d a r U m
Darüberhinaus	d a r y: b 6 h I n aU s
Das	d a s
Dass	d a s
Daswegen	d a: s v e: g @ n
Datenverabreitung	d a: t @ n v @ r a b r aI t U N
Datun	d a t U n
Deautschland	d @ ? aU t S l a n t
Deke	d e: k @
Demen	d e m @ n
Desto	d E s t o
Deushe	d OY s h @
Deustchland	d OY s t C l a n t
Deutsch	d OY t S
DeutschSprache	d OY t S S p r a: x @
Deutsche	d OY t S @
Deutschefamilie	d OY t S E f a m i: l j @
Deutschefirma	d OY t S e f i r m a
Deutschekinder	d OY t S @ k I n d 6
Deutscheland	d OY t S @ l a n t
Deutschen	d OY t S @ n
Deutscherkenntniss	d OY t S 6 k @ n t n I s
Deutscherkentnis	d OY t S 6 k @ n t n I s
Deutschesprache	d OY t S @ S p r a: x @
Deutschkenntniss	d OY t S k E n t n I s
Deutschkur	d OY t S k U6 s
Deutschkurz	d OY t S k U6 ts i:
Deutschsprache	d OY t S S p r a: x @
Deutsh	d OY t S
Deutshkurs	d OY t s k U6 s
Deutshland	d OY t s l a n t
Dialog	d i a l o: k
Die	d i:
Dies	d i: s
Diese	d i: z @
Diesem	d i: z @ m
Dimentionen	d i m E n ts j o: n @ n
Donerbröt	d O n 6 b r 2: t
Drausen	d r aU z @ n
Drei	d r aI
Drei_Zimmer	d r aI ts I m 6
Dreter	d r e: t 6
Driken	d r aI k @ n
Drindl	d r I n d l
Durch	d U6 C
Dutsch	d U t S
E	? e:
E-Meil	? e: m aI l
E-Moil	? e: m OY l
E-mail	? e: m e: l
EInfamilienhäuse	? aI n f a m i: l j @ n h OY z @
EM	? e: ? E m
Eben	? e b @ n
Eigene	? aI g @ n @
Eigenshaften	? aI g @ n s h a f t @ n
Ein	? aI n
Einbaukuche	? aI n b aU k u x @
Einerseite	? aI n 6 z aI t @
Eingentlisch	? aI n g @ n t l I S
Einige	? aI n I g @
Einkaufscentren	? aI n k aU f s ts E n t r @ n
Einkaufszenter	? aI n k aU f s ts E n t 6
Einladum	? aI n l a: d U m
Einladun	? aI n l a: d U n
Einsteig	? aI n S t aI k
Einwöhnern	? aI n v 2: n 6 n
Einzielpersonen	? aI n ts i: l p 6 z o: n @ n
Eletern	? e l e: t 6 n
Elter	? E l t 6
Elteren	? E l t @ r @ n
Eltren	? E l t r @ n
Email	? i: m e: l
Emigränten	? e m i g r E n t @ n
Enchädigung	? E n C E: d I g U N
Englisch	? E N l I S
Englische	? E N l I S @
Englischen	? E N l I S @ n
Englischkentnissen	? E N l I S k E n t n I s @ n
English	? I N l I S
Englishlernen	? E N l I s l 6 n @ n
Enkelinen	? E N k @ l i: n @ n
Enladung	? E n l a: d U N
Entschuldiegund	? E n t S U l d i: g U n t
Entschuldig	? E n t S U l d I C
Entschuldingung	? E n t S U l d I N U N
Entsädigung	? E n t z E: d I g U N
Entäuschung	? E n t OY S U N
Ereichbar	? e: r aI C b a: r
Erfarung	? E r f a: r U N
Erfarungen	? E r f a: r U N @ n
Erfolgreichen	? E r f O l k r aI C @ n
Ergebniss	? E6 E6 g e: p n I s
Erinnst	? e: r I n s t
Erkenntnisgewin	? E6 r k @ n t n I s g @ v I n
Erklärt	? E6 k l E:6 t
Erpharung	E6 b f a: r U N
Erste	? e:6 s t @
Erstesmal	? E r S t @ s m a: l
Erstmal	? e:6 s t m a: l
Ertgespräche	? E6 p t g @ S p r E: C @
Erwarsene	? E6 r v a: r z @ n @
Erweitet	? E6 r v aI t @ t
Erzhalt	? E6 t s h a l t
Es	? E s
Essen	? E s @ n
Essmoglichkeiten	? E s m O g l I C k aI t @ n
Etwas	? E t v a s
Europa	? OY r o: p a
Europäeische	? OY r o: p E: aI S @
Europäischen	? OY r o p E: I S @ n
Exel	? E k s @ l
FON	f O n
FRanKfurt	f r a N k f U6 t
Fachhoch-Schule	f a x h o: x S u: l @
Fachwisen	f a x v aI z @ n
Fahr	f a: r
FahrKarte	f a: r k a: r t @
Fahre	f a: r @
Fahren	f a: r @ n
Fahrkarte	f a: r k a: r t @
Fahrkate	f a: r k a t @
Famalie	f a m a: l j @
Famelien	f a m @ l j @ n
Famiele	f a m j E l @
Famielie	f a m i: l i:
Famielien	f a m i: l j @ n
Famile	f a m aI l @
Famili	f a m i: l i
Familia	f a m i: l j a
Familien	f a m i: l j @ n
Famille	f a m I l @
Famillien	f a m I l j @ n
Fammilie	f a m i: l j @
FarkarTe	f a r k a r t @
Farkarte	f a r k a r t @
Fata	f a: t a
Fater	f a: t 6
Februa	f e: b r u a
Februer	f e b r u E r
Feiren	f aI r @ n
Feirwerk	f aI r v 6 k
Ferien	f e:6 j @ n
Fernstem	f E6 n s s t @ m
Fertig	f E6 t I C
Fest	f E s t
Festes	f E s t @ s
Feuerwer	f OY 6 v 6
Filen	f i: l @ n
Fille	f I l @
Finger	f I N 6
Finland	f I n l a n t
Firma	f I6 m a
Firmen	f I6 m @ n
Fischer	f I S 6
Fischers	f I S 6 s
Fitness	f I t n @ s
Flache	f l a x @
Flexibel	f l E k s i: b @ l
Fliege	f l i: g @
Flugssung	f l u: k s z U N
Fohrkorte	f o: r k o:6 r t @
Folkmusik	f O l k m u z i: k
Fraen	f r a e: n
Fragen	f r a: g @ n
Fransözisch	f r a n s 2: z I S
Franzosich	f r a n ts O S I C
Franzosisch	f r a n ts o: z I S
Franzözich	f r a n ts 2: z I C
Frau	f r aU
Frauen	f r aU @ n
Frei	f r aI
Freie	f r aI @
Freind	f r aI n t
Freitag	f r aI t a: k
Freitags	f r aI t a: k s
Freizeit	f r aI ts aI t
Fremd	f r E m t
Fremde	f r E m d @
Frend	f r E n t
Frenndlichen	f r E n t l I C @ n
Freudin	f r OY d i: n
Freue	f r OY @
Freuen	f r OY @ n
Freundichen	f r OY n d I C @ n
Freundlich	f r OY n t l I C
Freundliche	f r OY n t l I C @
Freundlichen	f r OY n t l I C @ n
Freundlihe	f r OY n t l I d
Freundschafskreis	f r OY n t S a: f s k r aI s
Freut	f r OY t
Freutlich	f r OY t l I C
Frie	f r i:
Friest	f r i: s t
Frietag	f r i: t a: k
Froindlichen	f r o ? I n t l I C @ n
Froundliche	f r aU n t l I C @
Frue	f r y:
Frundlaich	f r U n t l aI C
Fränzosisch	f r E n ts o: z I S
Fröndlischen	f r 2: n d l I S @ n
Fröumich	f r 2: m I C
Früchtuk	f r y: C t u: k
Früh	f r y:
Frühlig	f r y: l I C
Frühstuck	f r y: s t U k
Früling	f r Y l I N
Fur	f U6 s
Fussball	f u: s b a l
Fögel	f 2: g @ l
Für	f y:6
GLÜCKWÜNSCH	g l Y k v Y n S
Ganze	g a n ts @
Gast	g a s t
Gaste	g a s t @
Gastelandes	g a s t @ l a n d @ s
Geburgstag	g e: b u:6 k g s t a: k
Geburstag	g @ b U6 s t a: k
Geburtag	g @ b U6 s t a: k
Geburtsag	g @ b u:6 t s ? E a: k
Geburtstag	g @ b u:6 t s t a: k
Gebustag	g @ b U s t a: k
Gebutstag	g @ b u: t s t a: k
Geehrte	g @ ? e:6 t @
Geehte	g e: t @
Geerhte	g @ n r t @
Gefülle	g @ f Y l @
Gehen	g e: @ n
Geherte	g e: ? i: r t @
General	g e n @ r a: l
Gerage	g @ r a: g @
Germanistic	g E r m a n I s t I k
Geschefts	g @ S E f t s
Geschenk	g @ S E N k
Geschwezter	g @ S v E ts t 6
Geschäft	g @ S E f t
Geschänk	g @ S E N k
Geseck	g @ z E k
Gesellsaft	g @ z E l z a f t
Geselschaft	g @ z E l S a f t
Geselschaftsregelungen	g @ z E l S a f t s r e: g @ l U N @ n
Gesenk	g @ z E N k
Geshefte	g @ s h E f t @
Gesprach	g @ S p r a: x
Gesprech	g @ S p r E C
Geste	g e: s t @
Gesund	g @ z U n t
Gesundheid	g @ z U n t h aI t
Gesunheit	g @ z U n h aI t
Gesätze	g @ z E t s @
Get	g E t
Getrenk	g @ t r @ n k
Gezundheit	g @ ts U n t h aI t
Gimnasium	g I m n a: z j U m
Gisundheit	g I z U n t h aI t
Gitarspielen	g i t ? a r S p i: l @ n
Globalization	g l o b a l i ts a ts j o: n
Gluck	g l U k
Gluckwunsch	g l U k v U n S
Gluckwunschkarte	g l U k v U n S k a r t @
Gluk	g l u k
Glück	g l Y k
Glücklich	g l Y k l I C
Glücklicher	g l Y k l I C 6
Glücknsche	g l Y k n S @
Glückwunch	g l Y k v U N
Glückwunschekarte	g l Y k v U n s C @ k a r t @
Glückwünsch	g l Y k v Y n S
GlückwünschezubabY	g l Y k v Y n S e: ts u: b e: b i
Glüglich	g l y: k l I C
Glük	g l y: k
Gold	g O l t
Gottest	g O t @ s t
Gradulieren	g r a d u: l i: r @ n
Grage	g r a: g @
Gramatik	g r a: m a t I k
Gratuliere	g r a t u l i: r @
Gratulierefür	g r a t u l i: r @ f y: r
Gratulieren	g r a t u l i: r @ n
Gresß	g r e: s
Grischland	g r I S l a n t
GroBe	g r o: b @
Groß	g r o: s
Große	g r o: s @
Großen	g r o: s @ n
Großer	g r o: s 6
Gruppen-aktivitäten	g r U p @ n ? a k t I v I t E: t @ n
Grus	g r u: s
Gruse	g r u: z @
Gruß	g r u: s
GrußKüch	g r u: s k Y C
Gruße	g r u: s @
Gränze	g r E n ts @
Gröse	g r 2: z @
Grösser	g r 2: s 6
Größ	g r 2: s
Größe	g r 2: s @
Grüeße	g r y: @ s @
Grüse	g r y: z @
Grüsen	g r y: z @ n
Grüsse	g r Y s @
Grüssen	g r Y s @ n
Grüze	g r Y ts @
Grüß	g r y: s
GrüßeMaria	g r y: s @ m a: r i: a
Gug	g u: k
Guitarre	g u i t a r @
Gumnasium	g U m n a: z j U m
Gut	g u: t
Gute	g u: t @
Gästetualette	g E s t @ t u a: l E t @
Göethe	g 2: @ t @
Gürs	g y: 6 s
Gürße	g y: r s @
Güste	g Y s t @
Habe	h a: b @
Haben	h a: b @ n
Haftlich	h a f t l I C
Haftpflichversicherung	h a f t p f l I C v 6 z I C @ r U N
Hallo	h a l o:
Haltestele	h a l t @ S t @ l @
Haltstelle	h a l t S t E l @
Handy	h E n d i
Has	h a s
Haste	h a s t @
Hastet	h a s t @ t
Hat	h a t
Haupt	h aU p t
HauptBahnhof	h aU p t b a: n h o: f
Hauptschule	h aU p t S u: l @
HausTiren	h aU S t i r @ n
Hausartzt	h aU z a r t t s t
Hausausgabe	h aU s ? aU s g a: b @
Hause	h aU z @
Hausschue	h aU s S Y
Haustaur	h aU s t aU 6
Heben	h e: b @ n
Heeren	h e: r @ n
Heimaitland	h aI m aI t l a n t
HeimerOrt	h aI m 6 O6 t s
Heimtland	h aI m t l a n t
Heisen	h aI z @ n
Heizung	h aI ts U N
Heiß	h aI s
Helfe	h E l f @
Helfen	h E l f @ n
Helle	h E l @
Heren	h E r @ n
Herlisch	h E r l I S
Herlizche	h e:6 r l i: ts C @
Herr	h E6
Herrn	h E6 n
Hertz	h E6 t s
Hertzlich	h e:6 r t t s l I C
Hertzliche	h e:6 r t t s l I C @
Hervorragend	h E6 f o:6 r a: g @ n t
Herzlich	h E6 ts l I C
Herzliche	h E6 ts l I C @
Herzlische	h E6 t s l I S @
Heute	h OY t @
Heuzutage	h OY ts u t a: g @
Hezlichen	h E ts l I C @ n
HiearchieSystem	h i: a r C i: z Y s t e: m
Hilfbereits	h I l f b @ r aI t s
Hilfe	h I l f @
Hillfe	h I l f @
Hirzlisch	h I r ts l I S
Hoffe	h O f @
Homepege	h o m e p e: g @
Hond	h O n t
House	h aU s
Huete	h u e t @
Hundert	h U n d 6 t
Hute	h u: t @
Häse	h E z @
Höffntlich	h 9 f n t l I C
Hüner	h y: n 6
I	? i:
IT	? I t
IT-Kenntnise	? I t k E n t n I z @
IT-Kentnisse	? I t k E n t n I s @
IT-System	? I t z Y s t e: m
IT-Systemkaufman	? I t z Y s t e: m k ? aU f m a n
ITSistemkauffrau	? I t z I S t E m k aU f r aU
IWohenende	? i v o: @ n @ n d @
Ich	? I C
Ihen	? i @ n
Ihner	? i: n 6
Ihr	? i:6
Ihre	? i: r @
Ihrene	? i: r e: n @
Imigration	? I m i g r a ts j o: n
Imobilienmarkler	? i m o b i: l j @ n m a r k l 6
In	? I n
Inbesondere	? I n b @ z O n d @ r @
Industrie	? I n d U s t r i:
Industrien	? I n d U s t r i: @ n
Informatic	? I n f O6 m a ts t I k
Informatik	? I n f O6 m a: t I k
Informieren	? I n f O6 m i: r @ n
Inhen	? I n h E n
Instalbul	? I n S t a l b u: l
Instanbul	? I n S t a n b u: l
Integration	? I n t e g r a ts j o: n
Integrieren	? I n t e g r i: r @ n
Intelligent	? I n t E l I g E n t
Intensiven	? I n t E n z i: v @ n
Intensivkurs	? I n t E n z i: f k U6 s
Interesanten	? I n t e r @ z a n t @ n
Interesire	? I n t e r e z i r @
Interessiere	? I n t @ r E s i: r @
Intergration	? I n t 6 g r a: ts j o: n
International	? I n t 6 n a ts j o n a: l
Internationale	? I n t 6 n a ts j o n a: l @
Interresiert	? I n t 6 r e z i: r t
Intimsphera	? I n t I m s f e r a
Invormieren	? I n v 96 m a j e: r @ n
Irgend	? I6 g @ n t
Ist	? I s t
Istalbul	? I s t a l b u: l
Istanbub	? I s t a n b U p
Istanbull	? I s t a n b U l
Istes	? I s t @ s
It-Systemkauffrau	? I t z Y s t e: m k aU f r aU
Italianische	? i t a l j a: n I S @
Italienische	? i t a l j e: n I S @
Ja	j a
Jahen	j a: @ n
Jahr	j a: r
Jalia	j a l j a
Janaur	j a n aU 6
Jare	j a: r @
Jarh	j a r
Jeden	j e: d @ n
Jedenfall	j e: d @ n f a l
Jeder	j e: d 6
Jetz	j E t s
Jetzt	j E t s t
Jni	? i: n i
Job	dZ O p
Jonua	j O n U a
Jugenlichen	j u: g @ n l I C @ n
Jula	j u: l a
Jule	j u: l @
Junde	j U n d @
Jung	j U N
Junge	j U N @
Junger	j U N 6
Jungere	j U N @ r @
Junges	j U N @ s
Jünge	j Y N @
KUMMERT	k U m 6 t
Kaffe	k a f @
Kalt	k a l t
Kamm	k a m
Kammst	k a m s t
Kank	k a N k
Kann	k a n
Kannst	k a n s t
Kanst	k a n s t
Karte	k a r t @
Kartfahre	k a r t f a: r @
Kartoffel	k a r t O f @ l
Kaser	k a z 6
Katolick	k a t o l I k
Katolische	k a t o: l I S @
Kats	k a t s
Katz	k a t s
Kauffrau	k aU f r aU
Kaufmans	k aU f m a n s
Kaufmännischen	k aU f m E n I S @ n
Kaufmännischer	k aU f m E n I S 6
Kaufmännischerin	k aU f m E n I S @ r I n
Kaufmännliche	k aU f m E n l I C @
Kauft	k aU f t
Kein	k aI n
Keine	k aI n @
Keler	k @ l 6
Kelerraum	k @ l 6 r aU m
Kenedybrücke	k @ n I d i b r Y k @
Kennen	k E n @ n
KenniA	k E n j a
Kennst	k E n s t
Kenntnise	k E n t n I z @
Kenntniss	k E n t n I s
Kenntnisse	k E n t n I s @
Kentnise	k E n t n I z @
Kentnisse	k E n t n I s @
Kerche	k E6 r C @
Kille	k I l @
Kinder	k I n d 6
Kindern	k I n d 6 n
Kinderzimer	k I n d 6 ts i: m 6
Klagen	k l a: g @ n
Klar	k l a: r
Kleidung	k l aI d U N
Klein	k l aI n
Kleine	k l aI n @
Kleinen	k l aI n @ n
Kliens	k l i: n s
Klingt	k l I N t
Klücklich	k l Y k l I C
Koch	k O x
Kochen	k O x @ n
Koleg	k o l e: k
Kombodschnish	k O m b o: t S n I S
Komenn	k o m @ n
Komme	k O m @
Kommen	k O m @ n
Kommst	k O m s t
Kommunication	k O m j u: n k a ts j o: n
Kommunikativ	k O m u n i k a t i: f
Kompentez	k O m p @ n t @ ts
Kompliziert	k O m p l i ts i:6 t
Kompromise	k O m p r o m I z @
Komputer	k O m p j u: t 6
Komunikationbereich	k o m u n i k a ts j o: n b @ r aI C
Konditionne	k O n d i ts j o: n @
Konnen	k O n @ n
Konnte	k O n t @
Konntet	k O n t @ t
Kontekst	k O n t E k s t
Kontest	k O n t @ s t
Konventionell	k O n v E n ts j o n E l
Korrekte	k O r E k t @
Kosove	k o z o: v @
Kosten	k O s t @ n
Kostet	k O s t @ t
Kraghen	k r a: g @ n
KranK	k r a N k
Krank	k r a N k
Kranken	k r a N k @ n
KrankenHaus	k r a N k @ n h aU s
KrankenHause	k r a N k @ n h aU z @
Krankenschwster	k r a N k @ n S f s t 6
Kronk	k r O N k
Kuche	k U x @
Kucher	k U x 6
Kulter	k U l t 6
Kulteren	k U l t @ r @ n
Kultur	k U l t u:6
Kulturell	k U l t u r E l
Kulturelle	k U l t u r E l @
Kummern	k U m 6 n
KundenKontaK	k U n d @ n k O n t a k
KurSgebüren	k U6 s z u: @ b y: r @ n
Kurs	k U6 s
Kurse	k U6 z @
Kurtur	k U6 s t u:6 6
Kurz	k U6 ts
Kurzem	k U6 ts @ m
Kusen	k u: z @ n
Kuzine	k u ts i: n @
Kuß	k U s
Kätz	k E t s
Kätze	k E t s @
Kätzen	k E t s @ n
Kömischeweiser	k 2: m I S @ v aI z 6
Könen	k 2: n @ n
Können	k 9 n @ n
Könnst	k 9 n s t
Kühe	k y: @
Kümmern	k Y m 6 n
Kürche	k Y6 C @
Küsche	k Y S @
Küssen	k Y s @ n
Laden	l a: d @ n
Lage	l a: g @
Lange	l a N @
Lebe	l e: b @
Leben	l e: b @ n
Lebenslauff	l e: b @ n s l aU f f
Lebensnivo	l e: b @ n s n i v o
Leber	l e: b 6
Ledier	l e d i: @
Lehrerin	l e: r @ r I n
Leibe	l aI b @
Leiber	l aI b 6
Leider	l aI d 6
Lernen	l E6 n @ n
Leute	l OY t @
LiBe	l i: b @
Libe	l i: b @
Liber	l i: b 6
Libt	l I p t
Liebe	l i: b @
Lieber	l i: b 6
LieblingsFreund	l i: p l I N s f r OY n t
Lieder	l i: d 6
Liegt	l i: k t
Lohnen	l o: n @ n
LokaleMenschen	l o k a l e: m @ n S @ n
Lpiebe	l p i: b @
Luksemburg	l U k z @ m b U6 k g
Luset	l u: z @ t
Lustig	l U s t I C
M.fG	? E m ? E f g e:
MIER	m i: @
Machts	m a x t s
Mamma	m a m a
Man	m a n
Mann	m a n
Marketing	m a r k @ t I N
Markler	m a r k l 6
Mars	m a r s
Marz	m a r ts
Mehr	m e:6
Mehrschweinchen	m e: 6 S v aI n C @ n
Meilbox	m aI l b O k s
Mein	m aI n
Meine	m aI n @
Meinem	m aI n @ m
Meinen	m aI n @ n
Meiner	m aI n 6
Meisten	m aI s t @ n
Menagerin	m e n a: g @ r I n
Menchen	m E n C @ n
Mensch	m E n S
Mentalitet	m E n t a l i: t @ t
Merz	m E6 ts
Metoden	m E t o: d @ n
Mich	m I C
Miene	m i: n @
Miete	m i: t @
Mieten	m i: t @ n
Millonen	m I l o: n @ n
Milte	m I l t @
Mim	m I m
Ministrium	m i n I s t r i U m
Mir	m i:6
Mit	m I t
Mitagessen	m i t a: k ? E s @ n
Mitburger	m I t b t r g 6
Mitglieder	m I t g l i: d 6
Mitglieger	m I t g l i: g 6
Mitt	m I t
Mittags	m I t a: k s
Mittglied	m I t g l i: t
Mitvertrag	m I t f 6 t r a: k
Mitvertrags	m I t f 6 t r a: k s
Mobil	m o b i: l
Mobilia	m o b i: l j a
Moglichkeit	m O g l I C k aI t
Moglichkeiten	m O g l I C k aI t @ n
Morgen	m O6 g @ n
Morgens	m O6 g @ n s
Morger	m O6 k @ n 6
MosGUcollege	m O s g u k O l e: g @
Motiviert	m o t i v i:6 t
MtiFreundlichen	m t I f r OY n t l I C @ n
Muhe	m u: @
Multinationallefirma	m U l t i n a ts j o n a l e f i r m a
Mundlich	m U n t l I C
Muss	m U s
Mutte	m U t @
Muttr	m U t r
Mädchen	m E: t C @ n
Mäddchen	m E: t d C @ n
Mädschen	m E t s C @ n
Männlich	m E n l I C
Märzt	m 96 t s t
Mätchan	m E: t C a n
Mätchen	m E: t C @ n
Möchte	m 9 C t @
Mötchen	m 9 t C @ n
Mündliche	m Y n t l I C @
Müter	m y: t 6
NAIRObi	n aI r o: b i
Nach	n a: x
Nachdem	n a: x d e: m
Nahmittag	n a: m I t a: k
Naricht	n a r I C t
Naturlich	n a t u: r l I C
Nawio	n a v j o
Nawros	n a v r @ s
NebenKosten	n e: b @ n k O s t @ n
Nebenkostet	n e: b @ n k O s t @ t
Nechsten	n E C s t @ n
Nett	n E t
Nette	n E t @
Neuber	n OY b 6
Neue	n OY @
Nevou	n e: v u:
Nie	n i:
Niederland	n i: d 6 l a n t
Nike	n aI k i
Niveau	n i v o:
Niveu	n i v OY
Noch	n O x
Nocheinmal	n O x ? aI n m a: l
Nr	? E n ? E r
Nächste	n E: C s t @
Nächten	n E C t @ n
Nächter	n E C t 6
Närulich	n E: r u: l I C
Näturlich	n E: t u: r l I C
OFICCE	? o: f I k s @
Obdachlos	? O p d a x l o: s
Obenwaldstr	? o: b @ n v a l t S t r
