Bist	b I s t
Bistmarck	b I s t m a r k
Bitte	b I t @
Blad	b l a: t
Blakate	b l a k a: t @
Blat	b l a t
Blategelandet	b l a: t @ g @ l a n d @ t
Blau	b l aU
Bleb	b l E p
Bleiben	b l aI b @ n
Bletter	b l E t 6
Blider	b l i: d 6
Blieb	b l i: p
Blitz	b l I t s
Blitzt	b l I t s t
Blu-me	b l u: m e
Blumenstraus	b l u: m @ n S t r aU s
Blumtöpfe	b l ? U m t 9 p f @
Blutzlich	b l u: t s l I C
Blädter	b l E t 6
Bläter	b l E: t 6
Blötzlich	b l 9 t s l I C
Bobom**m	b o: b O m m
Bobon	b o: b O N
Boby	b o: b i
Bocheltel	b O x @ l t @ l
Bochtel	b O x t @ l
Bodengegesen	b o: d @ n g @ g @ z @ n
Bodo	b o: d o
Boeutel	b 2: OY t @ l
Bogoster	b o g O s t 6
Bon-den	b O n d e: n
Bonbongund	b O N b o N g U n t
Bonen	b o: n @ n
Bork	b o:6 r k
Braucht	b r aU x t
Braune	b r aU n @
Braunen	b r aU n @ n
Brausen	b r aU z @ n
Briefe	b r i: f @
Brigen	b r I g @ n
Bring	b r I N
Bringen	b r I N @ n
Brüo	b r Y o
Btel	b t E l
Bu	b u:
Buch	b u: x
Buden	b u: d @ n
Buhalte	b u h a l t @
Bum	b U m
Bunt	b U n t
Bur	b U6 s
Burgersteik	b t r g 6 s t aI k
Burk	b U6 s k
Burker-steik	b t r k 6 S t aI k
Bus	b U s
Bus-fahrt	b U s f a: r t
Buses	b u z @ s
Busfarher	b U s f a r 6
Busfuhrer	b U s f u r 6
Bushaltestehle	b U s h a l t @ S t e: l @
Busher	b U s h 6
Buss	b U s
Busshalte	b U s S a l t @
Busshalte-stelle	b U s S a l t @ S t E l @
Busshaltestelle	b U s S a l t @ S t E l @
Bustelle	b U s t E l @
Buß	b U s
Bär	b E:6
Bären	b E: r @ n
Bäute	b OY t @
Bäutel	b OY t @ l
Bäutelraus	b OY t @ l r aU s
Böro	b 2: r o
Börse	b 96 z @
Böse	b 2: z @
Bötel	b 2: t @ l
Bötell	b 2: t @ l
Büll	b y: l
Büro	b Y r o:
Bütelel	b y: t e: l @ l
Caio	k e: o
Chet	C E t
Cüs	k y: s
D	d e:
D*ch	d e: ts e: h a:
DODo	d o: d o
DOdo	d o: d o
Da	d a
Da*afhin	d a a f h i: n
Da-mit	d a m I t
Daa	d a ? a
Dabai	d a b aI
Dabei	d a b aI
Dabhei	d a p h aI
Dach	d a x
Dachte	d a x t @
Dada	d a d a
Dadas	d a d a s
Dade	d a: d @
Dado	d a d o
Dadybär	d a d i: b 6
Daf	d a f
Dafon	d a f O n
Dage	d a g @
Dah	d a h
Dakel	d e: k @ l
Dalachen	d a l a x @ n
Damch	d a m C
Damme	d a m @
Dan	d a n
Dan-cke	d a n k @
Danaber	d a n a: b 6
Danach	d a n a: x
Danachh	d a n a: x h
Danah	d a: n I
Danch	d a n C
Danck	d a N k
Dancke	d a N k @
Dankbar	d a N k b a: r
Danke	d a N k @
Danken	d a N k @ n
Dankt	d a N k t
Dann	d a n
Dann-	d a n
Dannach	d a: n a x
Dannge	d a n g @
Danngeht	d a n g e: t
Dannist	d a n I s t
Dannsind	d a n z I n t
Daodo	d a: o d o
Dar	d a: r
Darauf	d a r aU f
Darbei	d a: r b aI
Daruft	d a r U f t
Darüber	d a r y: b 6
Das	d a s
Dasche	d a S @
Dasehen	d a: z e: @ n
Daser	d e: z 6
Dass	d a s
Dastand	d a: S t a n t
Dasteht	d a: S t e: t
Daw	d a f
Dddo	d o
Ddo	d o
Dedeektive	d e: d e: k t i: v @
Dedybären	d @ d i: b E: r @ n
Dem	d e: m
Den	d e: n
Denken	d E N k @ n
Denkt	d E N k t
Denn	d E n
Der	d e:6
DerFrosch	d e: r f r O S
Des	d E s
Deusch	d OY S
Dick	d I k
Dicke	d I k @
Die	d i:
Diebeide	d i: b aI d @
Dienstag	d i: n s t a: k
Dierekt	d i: r E k t
Dies	d i: s
Dindondon	d I n d O n d @ n
Ding	d I N
Dinstag	d I n s t a: k
Dir	d I6
Diregt	d i r e: k t
Dlachten	t l a x t @ n
Dnach	t n a x
Do	d o
Do**	d O
Do-do	d o d o
DoD	d o t
DoDa	d o: d a
DoDo	d o: d o
DoDos	d o: d O s
DoJo	d o: j o
Doao	d O a ? o:
Dobo	d o: b o
Docb	d O k b
Doch	d O x
Dod	d o t
Doda	d o: d a
Dodas	d o: d a s
Dodd	d o: d
Dodda	d o: d a
Doddo	d o: d o
Doddos	d o: d O s
Dode	d o: d @
Dodes	d o: d @ s
Dodo	d o: d o
Dodo's	d o: d O s
Dodo-	d o: d o
DodoHund	d o d o h U n t
Dodobellt	d o d o b E l t
Dodobelt	d o d o b @ l t
Dodod	d o: d O t
Dodoerschrekt	d o d o: 6 S r E k t
Dodofrist	d o d o: f r I s t
Dodogefunden	d o d o: g @ f U n d @ n
Dodoist	d o d OY s t
Dodonicht	d o d O n I C t
Dodor	d o d O r
Dodorrent	d o d O r E n t
Dodos'	d o: d O s
DodosPfote	d o: d o s p f o: t @
Dodound	d o d aU n t
Dodoundist	d o d aU n t I s t
Dodowider	d o d o v i d 6
Dodu	d o: d u
Doisch	d OY S
Dol-	d O l
Doltel	d O l t @ l
Domminick	d o m i n I k
Don	d O n
Donach	d o: n a: x
Donerstag	d o: n 6 s t a: k
Dong	d O N
Donnstag	d O n s t a: k
Dood	d u: t
Doodoo	d u: d u:
Doof	d o: f
Dook	d U k
Doolo	d u: l o
Dooo	d u:
Douo	d u: o
Dr	d e: ? E r
Drachenschnurr	d r a x @ n S n u r
Drau	d r aU
Drausen	d r aU z @ n
Draußen	d r aU s @ n
Dreckig	d r E k I C
Dreckige	d r E k I g @
Dreckt	d r E k t
Dreg	d r E k
Drei	d r aI
Dreien	d r aI @ n
Drek	d r E k
Drickich	d r I k I C
Drof	d r o: f
Druckte	d r U k t @
Drunter	d r U n t 6
Drönte	d r 9 n t @
Drükt	d r Y k t
Du	d u:
DuDu	d u: d u
Dudo	d u: d o
Dudu	d u: d u
Dultel	d U l t @ l
Dumme	d U m @
Dun	d U n
Dunach	d u n a: x
Dunn	d U n
DvD	d e: f aU d e:
Dänke	d E N k @
Däti	d E: t I
Dürften	d Y6 f t @ n
EHN	? e: n
ENOE	? e n o: @
ENde	? E n d @
Echsplosohn	? E C s p l o z o: n
Ecker	? E k 6
Ecksplusiom	? E k p l u z j o: m
Eea	? e: @ a
Eede	? e: @ d @
Eein	? e: aI n
Eeinen	? e: aI n @ n
Eeis	? e: aI s
Een*	? e: n
Eende	? e: @ n d @
Eerber	? e: E6 b @ n 6
Ees	? e: @ s
EhDE	? e: d @
Ehnd	? e: n t
Eie	? aI @
Eienes	? aI @ n @ s
Eifelturm	? aI f @ l t U6 m
Ein	? aI n
Einbahrstrase	? aI n b a: r s t r a: z @
Eine	? aI n @
Einen	? aI n @ n
Eingefroren	? aI n g @ f r o: r @ n
Einkaufzentrum	? aI n k aU f ts E n t r U m
Einmal	? aI n m a: l
Eins	? aI n s
Einstern	? aI n S t 6 n
Eis	? aI s
Eis-sorten	? aI s z O6 t @ n
Eischdan	? aI S d a n
Eisdile	? aI s d i: l @
Eisessen	? aI s ? E s @ n
Eisfer	? aI s f 6
EisferKafer	? aI s f 6 k a: f 6
Eisgetroft	? aI s g @ t r O f t
Eisi	? aI z i
Eisla	? aI s l a
Eisman	? aI s m a n
Eismuss	? aI s m U s
Eisns	? aI s n s
Eisorte	? aI z o:6 r t @
Eisschtarnd	? aI s S t a r n t
Eisstant	? aI s S t a n t
Eistand	? aI s t a n t
Eistile	? aI s t i: l @
Eistrofen	? aI S t r o: f @ n
Eiswahrensta-nd	? aI s v a: r @ n s t a ? E n d e:
Eke	? e: k @
Eledigung	? e l e: d I g U N
Elt***	? E l t
Elter	? E l t 6
Elterehr	? E l t e r e: r
Emozonaler	? e m o: ts o n a: l 6
En	? E n
End	? E n t
EndE	? E n d @
Endeckerzone	? E n d E k 6 ts o: n @
Endlich	? E n t l I C
Endliech	? E n t l i: C
Endschuldigten	? E n t S U l d I C t @ n
Endschuldigung	? E n t S U l d I g U N
Englich	? E N l I C
Englisch	? E N l I S
Enschuldigung	? E n S U l d I g U N
Ense	? E n z @
Ent	? E n t
Entlich	? E n t l I C
Entschuldiegung	? E n t S U l d i: g U N
Er	? E6
Erber	? E6 r b 6
Erchrekt	? E6 r k r E k t
Erdbeerlollypop	? E6 p t b e: r l O l y: p O p
Erdbere	? E6 p t b @ r @
Ergebniss	? E6 E6 g e: p n I s
Erger	? E6 E6 g 6
Erleichtert	? E6 l aI C t 6 t
Erns	? E6 r n s
Ers	? E6 s
Ersah	? E r z a:
Erschrak	? E r S r a k
Erschreckt	? E6 S r E k t
Erschroken	? E r S r o: k @ n
Ersente	? E r z E n t @
Erst	? e:6 s t
Erstaund	? E r S t aU n t
Erste	? e:6 s t @
Erstem	? e:6 s t @ m
Ersten	? e:6 s t @ n
Es	? E s
Escklingelte	? E s k l I N @ l t @
Esen	? e: z @ n
Esse	? E s @
Essen	? E s @ n
Esst	? E s t
Esstüke	? E s s t y: k @
Est	? E s t
Etber	? E t b 6
Expliosion	? E k s p l i o z j o: n
Explodieren	? E k s p l o d i: r @ n
Explodierte	? E k s p l o d i: r t @
Explodirt	? E k s p l O d i r t
Eäschrocken	? E ? E: S r O k @ n
F	? E f
F*ller	f l 6
F.	? E f
Fagest	f a: g E s t
Fagon	f a: g O n
Fagsen	f a: k s @ n
Fahrbe	f a: r b @
Fahren	f a: r @ n
Fahrer	f a: r 6
Fahrt	f a: r t
Faindt	f e: n t
Faler	f a: l 6
Fallen	f a l @ n
Fals	f E l s
Famist	f a m I s t
Famiste	f a m I s t @
Fangen	f a N @ n
Fanken	f a N k @ n
Fann	f a n
Fargong	f a r g O N
Fast	f a s t
Fed	f e: t
Fedy	f @ d i
Fedybären	f @ d i b E: r @ n
Fegedan	f e: g @ d a: n
Fehlen	f e: l @ n
Fehlt	f e: l t
Fehnster	f e: n s t 6
Fehrnsehen	f E 6 n z e: @ n
Fehrstekte	f e: 6 S t E k t @
Fek	f e: k
Feld	f E l t
Feliexs	f @ l i: k s s
Felixs	f @ l I k s s
Fellt	f E l t
Felt	f E l t
Fen	f e: n
Fen-ster	f e: n S t 6
Fen-sterschreibe	f e: n S t 6 S r aI b @
FenSter	f E n s t 6
Fengt	f E N t
Fens	f E n s
Fens-der	f E n s d e:6
Fensergehsen	f E n z 6 g e: z @ n
Fensker	f E n s k 6
Fenst	f E n s t
Fensta	f E n s t a
Fenstbank	f E n s t b a N k
Fenste	f E n s t @
Fenstehr	f E n S t e: r
Fenster	f E n s t 6
Fenster-bank	f E n s t 6 b a N k
Fenster-bunk	f E n s t 6 b U N k
Fenster-rand	f E n s t 6 r a n t
Fenster-scheibe	f E n s t 6 S aI b @
Fenster-scherben	f E n s t 6 S E6 b @ n
Fensterand	f E n s t e r a n t
Fensterban*	f E n s t 6 b a n
Fensterbant	f E n s t 6 b a n t
Fensterbund	f E n s t 6 b U n t
Fensterramen	f E n s t 6 r a m @ n
Fensters**eibe	f E n s t 6 s @ b @
Fenstersche*be	f E n s t 6 S @ b @
Fensterscheib	f E n s t 6 S aI p
Fensterscheile	f E n s t 6 S aI l @
Fenstr	f E n S t r
Fenter	f E n t 6
Fenzter	f E n ts t 6
Fenzterscheibe	f E n ts t 6 S aI b @
Fer-keuver	f E6 6 k OY v 6
Ferabredet	f @ r a: b r e: d @ t
Ferabschiedet	f @ r ? a p S i: d @ t
Ferbredeten	f 6 b r e: d @ t @ n
Ferfolkt	f E6 f f O l k t
Fergessen	f 6 g @ s @ n
Ferkäufer	f E6 k @ ? OY f 6
Ferlohren	f E6 l U n r @ n
Ferloren	f E r l o: r @ n
Ferlorene	f E r l o r e: n @
Ferlorenerücksag	f E r l o r e: n 6 Y k z a: k
Fermist	f E6 m 2: I s t
Fernster	f E6 n s s t 6
Fersch-wunden	f E6 z I C v U n d @ n
Ferschwunde	f E6 z I C v U n d @
Ferschwunden	f E6 z I C v U n d @ n
Ferschwundene	f E6 z I C v U n d @ n @
Ferstckt	f 6 s t k t
Ferstekt	f 6 S t E k t
Ferster	f 6 s t 6
Fersucht	f E6 z o ? U C t
Fertich	f E6 t t I C
Fertig	f E6 t I C
Ferwundert	f 6 v U n d 6 t
Ferügter	f E r y: k t 6
Fesastreifen	f E z a S t r aI f @ n
Fesntenerbank	f E s n t @ n 6 b a N k
Fesnter	f E s n t 6
Fest	f E s t
Fester	f E s t 6
Fett	f E t
Feund	f OY n t
Fhenster	f h E n s t 6
Fielcht	f i: l C t
Fil	f i: l
Fileischt	f i l aI S t
Filler	f I l 6
Film	f I l m
Finden	f I n d @ n
Findet	f I n d @ t
Fingan	f I N g a: n
Fise	f aI z @
Fkrau	f k r aU
Flayer	f l aI 6
Fleach	f l e: a x
Fleier	f l aI 6
Fleißklöschen	f l aI s k l 9 S @ n
Flied	f l i: t
Fliegen	f l i: g @ n
Fliegt	f l i: k t
Fligende	f l I g @ n d @
Fligt	f l I C t
Flomarkt	f l o m ? a r k t
Flu	f l U
Flus	f l U s
Flüsmauer	f l Y s m a aU 6
Flüsterte	f l Y s t 6 t @
Fnster	f n s t 6
Fogel	f o: g E l
Fohin	f o: I n
Fohte	f o: t @
Folden	f O l d @ n
Folgen	f O l g @ n
Folgt	f O l k t
Fon	f O n
For	f O6
Forosch	f o: r O S
Forsch	f O6 z I C
Forsichtzhalber	f O6 z o I C t s h a: l b 6
Fos	f o s
Fosch	f O S
Fota	f o: t a:
Fotchen	f O t C @ n
Fote	f o: t @
Fotto	f O t o
Fr	? E f ? E r
Fr*ude	f r U d @
Fra	f r a:
Fragt	f r a: k t
Fragte	f r a: k t @
Fraschher	f r a S h 6
Frassnäpfchen	f r a s n ? E p f C @ n
Frau	f r aU
Frauf	f r aU f
Fraund	f r aU n t
Fraut	f r aU t
Freesch	f r e: S
Freind	f r aI n t
Freitag	f r aI t a: k
Fremden	f r E m d @ n
Frendin	f r E n d i: n
Fresen	f r e: z @ n
Fresnapf	f r E s n E p f
Fress	f r E s
Fressnampf	f r E s n a m p f
Freud	f r OY t
Freude	f r OY d @
Freuden	f r OY d @ n
Freuden-tränen	f r OY d @ n t r E: n @ n
Freudensanruf	f r OY d @ n z a n r u: f
Freudes	f r OY d @ s
Freudes-sprung	f r OY d @ s S p r U N
Freudig	f r OY d I C
Freuen	f r OY @ n
Freun-din	f r OY n d I n
Freund's	f r OY n t s
Freund,	f r OY n d
Freundesträhnen	f r OY n d @ S t r E: n @ n
Freundetränen	f r OY n d @ t r E: n @ n
Freundinen	f r OY n d i: n @ n
Freundinn	f r OY n d I n
Freundlich	f r OY n t l I C
Freundlicher	f r OY n t l I C 6
Freundun	f r OY n d U n
Freunt	f r OY n t
Freut	f r OY t
Freute	f r OY t @
Freuten	f r OY t @ n
Freutsich	f r OY t z I C
Frewden	f r j U d @ n
Friedrik	f r i: d r I k
Frisst	f r I s t
Frist	f r I s t
Fritzt	f r I t s t
Frizen	f r i: ts @ n
Fro	f r o
Fro-sch	f r o ? E s ts e: h a:
Froch	f r O x
Frochi	f r O x i
Frocht	f r O x t
Frode	f r o: d @
Froh	f r o:
Frolich	f r o l I C
Fros	f r o: s
Frosch-könig	f r O S k 2: n I C
Frosche	f r O S @
Froschrinkt	f r O S r I N k t
Fross	f r O s
Frrüstug	f r Y S t u: k
Frschundene	f 6 S U n d @ n @
Frud	f r u: t
Fruint	f r U I n t
Frusch	f r u: S
Fröch	f r 2: C
Fröchen	f r 9 C @ n
Fröden	f r 2: d @ n
Fröhlich	f r 2: l I C
Fröhte	f r 2: t @
Frölich	f r ? 2: l I C
Frölig	f r ? 2: l I C
Frü	f r Y
Frühenmorgen	f r y: @ n m O6 k @ n t
Frühling	f r y: l I N
Frülich	f r Y l I C
Früling	f r Y l I N
Früstug	f r Y s t u: k
Früstück	f r Y S t Y k
Fuau	f u aU
Fuhnbüro	f U n b y r o:
Fuhndbüro	f U n t b y r o:
Fuhnhbüro	f U n b y r o:
Fuhnt	f U n t
Fuhr	f u:6
Fuhren	f u: r @ n
Fuller	f u l 6
Fulr	f u: l r
Funbüro	f u n b y r o:
Fund	f U n t
Fund-büro	f U n t b Y r o:
Fund-laden	f U n t l a: d @ n
FundBüro	f U n t b y r o:
Fundbero	f U n t b @ r o
Fundberro	f U n t b E r o
Fundbiero	f U n t b i: r o
Fundbiro	f U n t b i: r o
Fundbro	f U n t b r o
Fundburo	f U n t b u: r o
Fundbäro	f U n t b E: r o
Fundbäromann	f U n t b E: r o m a n
Fundböra	f U n t b 2: r a
Fundbüro	f U n t b y r o:
Funddüro	f U n t d y r o:
Fundver-käufer	f U n t v 6 k OY f 6
Fundüro	f u: n d y r o:
Funhtbüros	f u: n t b y r o: s
Funkbiro	f U N k b i: r o
Funkt-büro	f U N k t b Y r o:
Funktbüro	f U N k t b y r o:
Funt	f U n t
Funtbero	f U n t b @ r o
Funtbiro	f U n t b i: r o
Funtburo	f U n t b u: r o
Funtbüro	f U n t b y r o:
Fur	f U6 s
Fus	f U s
Fusch	f U S
Fuss	f u: s
Futer	f u: t 6
Futernapf	f u: t 6 n a p f
Futter	f U t 6
Futter-napf	f U t 6 n a p f
Futternapft	f U t 6 n a p f t
Futtert	f U t 6 t
Fährt	f E:6 t
Fällt	f E l t
Fänstas	f E n s t a s
Fänster	f E n s t 6
Fölich	f ? 2: l I C
Fötchen	f 9 t C @ n
Führ	f y:6
Füla	f Y l a
Fülder	f Y l d 6
Fülehr	f Y l e: r
Füler	f Y l 6
Fündbüro	f Y n t b y r o:
Fünten	f Y n t @ n
Für	f y:6
FürLea	f y: r l e: a
Fütter	f Y t 6
Fütterschüssel	f Y t 6 S Y s @ l
Füttert	f Y t 6 t
Gantz	g a n t s
Ganz	g a n ts
Ganze	g a n ts @
Ganzen	g a n ts @ n
Gasi	g a: z i
Gassi	g a s i
Gassie	g a s i:
Gassy	g E s z i
Gchtoipat	g C t OY p a t
Ge*kukt	g @ k U k t
Gea	g @ a
Geber	g e: b 6
Gechenk	g @ C @ n k
Gechichte	g @ C I C t @
Gecklingelt	g @ k l I N @ l t
Ged	g @ t
Gefallen	g @ f a l @ n
Gefonden	g @ f o: n d @ n
Gefunden	g @ f U n d @ n
Gefährliche	g @ f E:6 l I C @
Gegangen	g @ g a N @ n
Gegeben	g @ g e: b @ n
Gegen	g e: g @ n
Gegent	g e: g @ n t
Geh	g e:
Geh*n	g @ n
Geh-wegen	g e: v e: g @ n
Geheim-nis	g @ h aI m n I s
Gehen	g e: @ n
Gehfühl	g e: f y: l
Gehfül	g e: f Y l
Gehn	g e: n
Geht	g e: t
Gehtan	g e: t a n
Gehört	g @ h 2:6 t
Geiheim	g aI h aI m
Gejen	g @ j @ n
Gekomen	g @ k o: m @ n
Gekommen	g @ k O m @ n
Gelacht	g @ l a x t
Gelassen	g @ l a s @ n
Gelauf-en	g @ l aU f ? E n
Gelaufen	g @ l aU f @ n
Gelb	g E l p
Gelbe	g E l b @
Gelben	g E l b @ n
Gelegt	g @ l e: k t
Gen	g @ n
Geod*nk	g @ o d n k
Geondel	g @ ? O n d @ l
Geplatzt	g @ p l a t s t
Gerade	g @ r a: d @
Gerand	g @ r a n t
Gereusch	g @ r OY S
Gerisen	g @ r i: z @ n
Gerlacht	g e:6 r l a x t
Gerüst	g @ r Y s t
Gesaugt	g @ z aU k t
Gesch-enk	g @ S ? E N k
Geschaft	g @ S a f t
Geschefte	g @ S E f t @
Geschek	g @ S E k
